Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201707,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,13556
200703,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13559
201905,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13561
201011,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13562
201103,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13565
200902,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13568
201909,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13569
201809,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13571
200801,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13574
201305,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,13574
201907,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,13576
201410,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13579
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13580
201708,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,13580
201806,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13586
201902,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,13588
201610,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,13591
201701,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13591
201206,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13595
201107,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13596
201808,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13599
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13601
201908,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,13601
200606,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13602
201908,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,13606
201403,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13608
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13610
201704,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13611
201210,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13613
201310,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13614
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,13615
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13616
201510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13620
201808,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13621
201310,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13625
201103,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13629
201606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13629
201812,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13634
201408,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13636
200507,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,13638
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13638
201709,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13638
201001,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13639
201006,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13640
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13642
201110,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13643
201307,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13649
201004,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13651
201302,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13653
201705,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13656
200607,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13659
201004,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13659
201306,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13659
201906,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13659
200609,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13662
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13663
201307,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13663
201205,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13668
201012,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13676
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13681
201203,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13683
201311,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13688
201810,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13693
200809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13694
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13695
201609,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13696
201812,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13696
201604,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13697
201805,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13700
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,13701
201107,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13702
201804,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13702
201607,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13703
201811,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13709
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,13712
201902,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,13717
201807,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13718
201005,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13719
201003,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13721
201612,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13723
201803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13723
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,13729
201505,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13730
201003,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13732
200810,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,13735
200809,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13740
201808,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13741
201602,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,13745
201706,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13746
201208,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13747
201009,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13748
201605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13748
201101,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,13749
201909,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13749
200911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13751
201405,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13752
201608,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,13753
201108,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13754
200810,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13757
200707,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13758
201603,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13760
200701,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13763
201009,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13763
201209,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13767
201012,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13775
200704,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13778
201608,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13779
200911,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13787
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,13787
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13790
201808,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13791
201908,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13796
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13801
201210,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13801
201605,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13806
201505,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13807
201701,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13807
201905,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,13808
201904,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,13810
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13812
200812,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,13813
200801,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13815
201207,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,13816
201709,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13816
201312,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13817
201107,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13819
201805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13819
201811,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,13822
201908,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13822
201909,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,13823
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,13831
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13837
201608,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,13841
201309,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13844
201612,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13844
201408,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13847
201511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13851
201906,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13859
201309,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13860
201505,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13861
201406,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13862
201209,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13863
201702,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13864
201106,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13866
201510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13868
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13871
200903,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,13874
201504,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13876
201711,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13876
200711,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13877
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13877
201006,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13879
201501,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13881
200612,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13884
201004,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,13884
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13885
